Date,Ticker,Current_Price,Model_Confidence,NLP_Sentiment,Decision
2026-04-19 00:40:04,GOOG,339.4,22.33,0.03,HOLD
2026-04-19 00:46:47,GOOG,339.4,22.33,0.05,HOLD
2026-04-20 09:32:32,GOOG,339.4,22.29,0.25,HOLD
2026-04-28 23:19:32,GOOG,346.89,25.96,0.1,HOLD
